paramset,ss_A1,ss_Anons1,ss_Aprim1,ss_B1
1,0,548.751782582944,136.778435169394,435.23977337884
2,0,118.228775177388,107.447326509365,98.3940548892726
3,0,1285.75506488858,748.877492187579,1591.91819105244
4,0,26.8670230161322,4.45849413251998,36.1802331455983
5,0,896.908524031335,588.996295926761,4316.65832467064
6,0,105.842873592294,19.3750896575113,123.220402250585
7,0,959.179022126403,348.357784031951,635.793631801585
8,0,5.65124719820023,2.28404494376389,7.40355509639048
9,0,29.077526658505,2.17256963570489,46.3946530766142
10,0,81.189745435069,19.4238604448627,75.7071727676657
11,0,1120.78504031999,550.683140695663,1430.74590525199
12,0,1173.79806723393,947.401298693363,808.521695765106
13,0,1271.10729477688,541.717979029004,833.472678341289
14,0,255.899471843704,34.6241334594335,247.437871776541
15,0,799.983214776977,496.886794981441,987.586099898566
16,0,396.397877071412,161.439950685353,290.414061032062
17,0,718.759170146657,140.443053263135,688.740953963989
18,0,49.7536015021259,17.847298041478,39.821349062969
19,0,589.991079360926,181.06382406056,444.221598115074
20,0,873.937491437104,431.025977362095,604.647474962517
21,0,383.196417535392,141.47938555868,246.420962353521
22,0,93.3615556811284,41.0303399392059,78.1172919506003
23,0,567.680277775103,135.863083959188,444.629005831866
24,0,514.17630776954,132.636730703377,404.382437427956
25,0,112.905760938505,17.2691568268083,123.414745749669
26,0,151.831968135528,41.7584015046894,159.244132892232
27,0,793.596599345546,210.345525908269,528.779455348988
28,0,158.988522048043,36.2262026673766,131.759890743154
29,0,299.602449067353,171.407693946315,550.611161680056
30,0,569.84577987799,220.774623544836,406.200346214647
31,0,777.467670438784,167.045236695297,745.238477241314
32,0,376.057309047712,245.468084210275,312.092275822031
33,0,213.402949743014,60.6024979025072,153.970547643278
34,0,235.918721088599,166.395670657206,136.551835538256
35,0,195.681054013714,27.0827448587057,169.19469199608
36,0,423.138920659846,93.1187061373656,664.0031905691
37,0,80.1132966771172,16.8141267797283,59.2084062492671
38,0,398.742062206863,259.544804822712,237.23057289987
39,0,1333.56202076543,781.396065342797,1053.92912355477
40,0,190.067063951332,61.0988940857832,134.834693608303
41,0,57.0282131572288,1.94658786453764,62.4262745734369
42,0,72.6827249887546,45.688681026339,60.1166486943175
43,0,1326.74584896453,1122.24785272409,1055.53866549085
44,0,219.486492771449,96.382201940899,395.88027200757
45,0,1157.3568541238,417.997703855698,835.602090697192
46,0,381.680961290827,68.180308092136,267.787584991862
47,0,346.300312043574,97.4071236859752,301.549352207151
48,0,190.751471050576,185.181768070365,250.932209215501
49,0,415.651859606239,101.714109431413,320.385756535909
50,0,271.085067358466,72.9983752850236,203.500139889073
51,0,336.931432736032,88.6512264720102,282.692197378792
52,0,45.5593877182535,4.51691716063461,40.8152548650521
53,0,461.427236540517,251.585920630184,390.349873505872
54,0,431.819551939562,99.2338870626205,338.256877216053
55,0,650.501595205758,392.50873999208,404.82782238243
56,0,648.625654846594,111.557521111653,505.097065823557
57,0,876.665844387009,267.130812463005,705.06200375287
58,0,363.600169593294,35.9656332856702,312.062344088337
59,0,170.486945893904,50.0282736444843,121.011301660102
60,0,1046.91194887674,778.246109086634,566.670229147021
61,0,12.5906325488876,0.577001141127439,12.5891992597826
62,0,222.470173225847,28.0600931396182,210.525691140877
63,0,1083.0257728503,285.686754795138,973.349770781238
64,0,1345.18118550835,619.453109689535,923.291278473289
65,0,203.069555335702,6.17175218292219,213.840817824525
66,0,241.096997315833,83.0631893091101,161.156766938148
67,0,238.990527984254,55.7859519702513,1099.77814784863
68,0,67.1886900386889,6.88704813652782,63.7499147183286
69,0,760.526736432348,195.959970075473,592.718032507145
70,0,260.634484831321,160.211592743599,226.4279707413
71,0,1223.71784277626,565.230604725009,1146.59656474019
72,0,1049.4819945081,293.435181486132,859.118315323185
73,0,57.3471457193069,2.91880113592738,81.3403845327104
74,0,542.718029589611,125.35136013995,510.753295136557
75,0,768.926808921106,204.148703423651,888.021654298216
76,0,279.121101075727,97.7632607357392,201.242891590772
77,0,684.013907082312,157.729717267718,501.441335346905
78,0,387.186420134765,141.022606174859,330.4375098199
79,0,114.245234245707,15.9058260389861,90.6707643312717
80,0,559.250854242037,154.251728657683,373.870560419761
81,0,1075.18584752729,506.099570949719,925.122007818074
82,0,1185.82983415587,320.646501626467,1067.70902220052
83,0,223.984950258973,78.4562049953198,339.376515120684
84,0,172.876476893032,55.6179658539628,125.475667780297
85,0,875.086508214221,472.992512685207,1864.15364945118
86,0,905.637670511304,268.37795978774,657.600458798052
87,0,39.0844284040161,9.38906671246575,30.5038396679822
88,0,254.916338317931,94.217445848064,468.060788529984
89,0,1681.84171173313,1659.41905365692,716.882343969247
90,0,471.525937209357,156.811856143417,481.527989181347
91,0,611.705415356451,577.144203459857,361.53579234025
92,0,201.596193267382,35.7726146259025,720.265966453764
93,0,58.4024280911529,2.48625222605823,73.2978355537267
94,0,1268.26338162194,510.983916237679,878.495517769814
95,0,385.426307215077,153.32488379466,271.896673296728
96,0,101.579880934617,2.69731136490357,163.806855154013
97,0,895.073652289553,162.895004768311,683.151167011881
98,0,1206.38163719374,995.257731034806,810.501479851391
99,0,196.650174562745,39.0216760977447,225.422307406972
100,0,356.277111975564,217.344789162588,421.115885073486
