basal_nitc_on_ratio,onbasalA1_off_ratio,A1_Aprime1_addon_ratio,A1_Aprime_prodon_ratio,r_prod_on,r_addon_byA1_B1,Hill_coefficient_n,r_onbasal_A1
5.53014588911893,7.34641338109593,9.6294335956058,5.7610989358118,617.639976183031,8.76369259448593,4.40258732122362,5.8754977389291
6.75703486810098,4.84007345062923,5.87766492974093,8.59907645114132,658.82909745456,1.2680917058197,4.39090997571767,8.53161548201503
4.27248977947578,3.04987702498358,6.67999586777762,6.36245234622275,233.073664315138,2.10691359827313,2.95321574401142,4.0586323745114
4.27973499439735,6.52994609780336,8.20925379271435,7.65249017383286,933.220435034885,5.91125894343357,2.65917587323709,9.73113671694514
7.98723913607838,9.17031645804353,8.58354197296736,1.98111482114591,742.100898190301,9.83609518650139,1.45588561176541,9.17090842650793
9.6433578994669,0.653904554854052,9.7453772285145,7.7387586009983,424.694950483576,9.90616662690224,2.20193431704771,8.1057093004293
9.17701634258946,4.80024697536995,2.02201300145872,5.96600500920305,928.346763669656,5.52202065386721,4.35519025125331,6.70745156416747
8.33766591530411,5.80621546465911,9.16002434763991,5.94860525652633,447.478530823372,3.15810540333698,0.526607941022823,7.49396189509846
4.43595861073085,3.45599947916904,4.60499001286635,3.72431424643703,223.389150141133,1.97181120396138,2.8849275865462,3.77216756439376
7.70392170268252,3.27545064971618,8.90430477202351,0.108795636244868,755.087490342162,0.893723452007265,3.8023509030797,4.34472833374546
7.57219932314841,9.61111032274954,6.40689514107025,6.23950923104654,548.336310245074,7.44976893957695,2.23984385767202,5.97202582732786
0.527965985981163,8.52647485478229,8.8217920025236,2.37981377003869,501.094662832188,7.70727936704373,4.65319170508471,6.12255111426736
1.93155186386536,3.81538408177305,2.71037900507007,6.51407698679543,606.173513056515,0.478878142424917,4.75012596729764,9.29795154691473
8.74119338891207,7.23300551415152,3.07441626603757,0.334509709413931,747.562875703352,1.82427586844084,2.47445369036101,6.61937455702236
4.02026075989377,5.1191804688618,0.32004035124378,4.86977751757299,531.567407742149,7.8117996359005,3.87716671838555,8.31652187238938
1.79356091815789,4.31245646641634,6.69719055506735,4.10200883587501,841.026406885446,5.61019412303444,2.8253132821015,1.17092107739539
0.64728672588219,7.37594318303471,1.2827183001875,4.29596815068419,535.086278390612,5.0653214371778,2.36058038047016,8.64704237942845
7.86818175548699,4.98630844680699,2.74179785547656,7.06269620488323,511.38995674287,8.64818991219743,0.888455073011141,3.35125417371044
9.33440721553453,3.16110535419317,3.81727712532776,4.75438299523799,7.11602989109745,7.11526110289925,4.25759940972365,7.1342226211703
4.59372067753832,0.475858455710556,2.16618953717179,1.08209882508342,662.283950723764,2.40950749504389,4.70085015506126,3.38481876956754
0.905231961716208,2.5767433131916,0.954852353878057,1.71686183873403,453.361245238177,3.54503945482262,3.88534552791277,9.75442627086989
4.15949204873491,8.43187318577574,1.73325492149872,0.821967365108724,812.32921733184,2.65367886657543,2.01957270672462,5.88047088531794
3.9797588205015,0.0565634936788462,7.28439841307513,3.90675464555808,810.501103359305,9.63135624584884,1.25027455551432,6.82419354314034
0.12809771497977,3.00285110139468,9.2492048111643,7.61382112545139,757.751752473562,7.51535794737794,4.18616028475971,7.40512033150614
8.28978367217103,1.7500386659183,4.54908023762378,0.664375379279231,971.241211110826,8.62978989251393,1.66728300820274,7.21490342242213
4.79071215137963,1.68241677150312,6.67711725088232,0.224531342305163,657.601523187789,9.26299892664196,3.96571607764189,1.79190497003828
9.41158132743498,5.21685484100621,9.60830601080878,7.01559107814635,249.311636249465,8.93961384704247,3.56797943924622,1.02721660402317
6.58844247290047,4.2586352246831,9.67596224119042,1.25237152341526,585.200049012296,2.01498912283314,1.79957139330038,0.821963397690868
6.69900571527654,4.84391068422849,8.45211662946898,9.62889258366073,83.1457742046913,6.08030753170555,1.28613427817604,4.02675145327618
2.31483348842854,9.56488795042284,5.93975242103248,0.212618833126898,754.773438007917,7.90444303409922,0.205722465119554,2.91616835438465
