0.51828,0.51828,0.51828,0.51828,0.088299,0.088299,0.088299,0.088299,0.18572,0.93104,0.76427,0.071745,0.071745,0.071745,50.008,50.008,50.008,0.06858,0.0017556,0.0098809,146.76,146.76,146.76,146.76,4.8193,4.8193,4.8193,4.8193
0.63995,0.63995,0.63995,0.63995,0.014872,0.014872,0.014872,0.014872,0.13927,0.90665,0.30397,0.013264,0.013264,0.013264,18.901,18.901,18.901,0.045302,0.0077675,0.00077595,406.67,406.67,406.67,406.67,7.224,7.224,7.224,7.224
0.78914,0.78914,0.78914,0.78914,0.032863,0.032863,0.032863,0.032863,0.55506,0.91837,0.94698,0.067667,0.067667,0.067667,51.318,51.318,51.318,0.019207,0.0079593,0.0046505,616.14,616.14,616.14,616.14,2.3039,2.3039,2.3039,2.3039
0.71716,0.71716,0.71716,0.71716,0.043269,0.043269,0.043269,0.043269,0.13001,0.98358,0.40133,0.024966,0.024966,0.024966,27.373,27.373,27.373,0.07156,0.0079121,0.00018207,226.85,226.85,226.85,226.85,5.6873,5.6873,5.6873,5.6873
0.53058,0.53058,0.53058,0.53058,0.020772,0.020772,0.020772,0.020772,0.42314,0.86283,0.14664,0.097147,0.097147,0.097147,2.1183,2.1183,2.1183,0.08671,0.0061902,0.0035789,27.054,27.054,27.054,27.054,0.78068,0.78068,0.78068,0.78068
0.15043,0.15043,0.15043,0.15043,0.075779,0.075779,0.075779,0.075779,0.53742,0.92318,0.16481,0.044298,0.044298,0.044298,24.18,24.18,24.18,0.023663,0.0077176,0.0027112,23.999,23.999,23.999,23.999,0.56504,0.56504,0.56504,0.56504
0.95218,0.95218,0.95218,0.95218,0.047534,0.047534,0.047534,0.047534,0.87915,0.61934,0.61452,0.041453,0.041453,0.041453,81.836,81.836,81.836,0.011285,0.0041815,0.0088229,819.65,819.65,819.65,819.65,7.5495,7.5495,7.5495,7.5495
0.57021,0.57021,0.57021,0.57021,0.055744,0.055744,0.055744,0.055744,0.93527,0.84351,0.85117,0.020639,0.020639,0.020639,20.02,20.02,20.02,0.022115,0.0014987,0.0068669,102.39,102.39,102.39,102.39,1.5048,1.5048,1.5048,1.5048
0.93447,0.93447,0.93447,0.93447,0.088095,0.088095,0.088095,0.088095,0.828,0.43276,0.65148,0.082352,0.082352,0.082352,69.876,69.876,69.876,0.065818,0.0039937,0.0065696,370.6,370.6,370.6,370.6,6.2045,6.2045,6.2045,6.2045
0.05964,0.05964,0.05964,0.05964,0.065377,0.065377,0.065377,0.065377,0.32328,0.35289,0.28062,0.07603,0.07603,0.07603,3.0734,3.0734,3.0734,0.046192,0.0019874,0.0090779,1.4019,1.4019,1.4019,1.4019,2.2574,2.2574,2.2574,2.2574
0.39153,0.39153,0.39153,0.39153,0.028028,0.028028,0.028028,0.028028,0.83129,0.78883,0.41767,0.078071,0.078071,0.078071,32.348,32.348,32.348,0.036397,0.0043267,0.0086888,225.93,225.93,225.93,225.93,1.9888,1.9888,1.9888,1.9888
0.74875,0.74875,0.74875,0.74875,0.016847,0.016847,0.016847,0.016847,0.52449,0.17531,0.28974,0.032543,0.032543,0.032543,95.806,95.806,95.806,0.038847,0.006663,0.00030176,2129,2129,2129,2129,8.7992,8.7992,8.7992,8.7992
0.80335,0.80335,0.80335,0.80335,0.082736,0.082736,0.082736,0.082736,0.34026,0.67107,0.36732,0.037985,0.037985,0.037985,6.8696,6.8696,6.8696,0.065285,0.0033301,0.0051086,33.351,33.351,33.351,33.351,6.3953,6.3953,6.3953,6.3953
0.70817,0.70817,0.70817,0.70817,0.059877,0.059877,0.059877,0.059877,0.27378,0.69252,0.87799,0.058312,0.058312,0.058312,71.916,71.916,71.916,0.039905,0.0026762,0.00093519,425.28,425.28,425.28,425.28,5.5449,5.5449,5.5449,5.5449
0.31694,0.31694,0.31694,0.31694,0.040001,0.040001,0.040001,0.040001,0.11874,0.82768,0.34485,0.01944,0.01944,0.01944,74.549,74.549,74.549,0.079926,0.0028295,0.0056856,295.34,295.34,295.34,295.34,4.8975,4.8975,4.8975,4.8975
0.75931,0.75931,0.75931,0.75931,0.080281,0.080281,0.080281,0.080281,0.94828,0.50179,0.69455,0.055876,0.055876,0.055876,30.352,30.352,30.352,0.056579,0.004863,0.0022889,143.53,143.53,143.53,143.53,0.42353,0.42353,0.42353,0.42353
0.54617,0.54617,0.54617,0.54617,0.04853,0.04853,0.04853,0.04853,0.75052,0.44145,0.63522,0.046602,0.046602,0.046602,15.206,15.206,15.206,0.060466,0.0051778,0.0030481,85.565,85.565,85.565,85.565,9.2047,9.2047,9.2047,9.2047
0.98121,0.98121,0.98121,0.98121,0.024519,0.024519,0.024519,0.024519,0.80251,0.41103,0.8164,0.029879,0.029879,0.029879,8.6567,8.6567,8.6567,0.025878,0.0019752,0.0028617,173.21,173.21,173.21,173.21,2.666,2.666,2.666,2.666
0.13899,0.13899,0.13899,0.13899,0.06236,0.06236,0.06236,0.06236,0.68141,0.3596,0.90908,0.090636,0.090636,0.090636,64.933,64.933,64.933,0.051075,0.0089837,0.0060035,72.362,72.362,72.362,72.362,9.4743,9.4743,9.4743,9.4743
