basal_nitc_on_ratio,onbasalA1_off_ratio,A1_Aprime1_addon_ratio,A1_Aprime_prodon_ratio,r_prod_on,r_addon_byA1_B1,Hill_coefficient_n,r_onbasal_A1
5.53014588911893,0.737031956685182,9.6294335956058,5.7610989358118,617.639976183031,4.38809027403849,8.79298254696201,5.8754977389291
6.75703486810098,0.488655927539834,5.87766492974093,8.59907645114132,658.82909745456,0.678146399850153,8.76938954277652,8.53161548201503
4.27248977947578,0.311249074547922,6.67999586777762,6.36245234622275,233.073664315138,1.09332087187256,5.86466038075777,4.0586323745114
4.27973499439735,0.656120784466999,8.20925379271435,7.65249017383286,933.220435034885,2.97627967907318,5.27057982551983,9.73113671694514
7.98723913607838,0.917779108454764,8.58354197296736,1.98111482114591,742.100898190301,4.91887539533907,2.83944235846482,9.17090842650793
9.6433578994669,0.0738103612918429,9.7453772285145,7.7387586009983,424.694950483576,4.95355721937586,4.34676525281068,8.1057093004293
9.17701634258946,0.484709159721346,2.02201300145872,5.96600500920305,928.346763669656,2.7836263842373,8.69722111987914,6.70745156416747
8.33766591530411,0.584399730731984,9.16002434763991,5.94860525652633,447.478530823372,1.61360772488396,0.961922166556316,7.49396189509846
4.43595861073085,0.351495443881616,4.60499001286635,3.72431424643703,223.389150141133,1.02645201004149,5.72669042996069,3.77216756439376
7.70392170268252,0.333603217539441,8.90430477202351,0.108795636244868,755.087490342162,0.492853021700566,7.58025998785491,4.34472833374546
7.57219932314841,0.96146138333554,6.40689514107025,6.23950923104654,548.336310245074,3.73776442463909,4.42335799815367,5.97202582732786
0.527965985981163,0.853974985609056,8.8217920025236,2.37981377003869,501.094662832188,3.86521908065801,9.29930568986503,6.12255111426736
1.93155186386536,0.387110134229761,2.71037900507007,6.51407698679543,606.173513056515,0.287525545240616,9.49515246454014,9.29795154691473
8.74119338891207,0.72579333924024,3.07441626603757,0.334509709413931,747.562875703352,0.953429470238397,4.89736561930082,6.61937455702236
4.02026075989377,0.516315181598918,0.32004035124378,4.86977751757299,531.567407742149,3.91695133494065,7.73141847184019,8.31652187238938
1.79356091815789,0.436369559734953,6.69719055506735,4.10200883587501,841.026406885446,2.82726779826957,5.60624520261323,1.17092107739539
0.64728672588219,0.739958333453891,1.2827183001875,4.29596815068419,535.086278390612,2.55758333759305,4.6672950544193,8.64704237942845
7.86818175548699,0.50314768391781,2.74179785547656,7.06269620488323,511.38995674287,4.33092227977449,1.69300106587965,3.35125417371044
9.33440721553453,0.322271701766891,3.81727712532776,4.75438299523799,7.11602989109745,3.57219993981882,8.50004778699269,7.1342226211703
4.59372067753832,0.0561661532686137,2.16618953717179,1.08209882508342,662.283950723764,1.24308956825405,9.39559521124621,3.38481876956754
0.905231961716208,0.264361949955924,0.954852353878057,1.71686183873403,453.361245238177,1.80512053824554,7.74794300537478,9.75442627086989
4.15949204873491,0.844600045437236,1.73325492149872,0.821967365108724,812.32921733184,1.36394206527471,3.97832036664771,5.88047088531794
3.9797588205015,0.0146144002744803,7.28439841307513,3.90675464555808,810.501103359305,4.8175399600666,2.4240241019575,6.82419354314034
0.12809771497977,0.306588847885959,9.2492048111643,7.61382112545139,757.751752473562,3.77022767092443,8.35571159573901,7.40512033150614
8.28978367217103,0.182436264190101,4.54908023762378,0.664375379279231,971.241211110826,4.32181519932508,3.26655138391981,7.21490342242213
4.79071215137963,0.175734995374183,6.67711725088232,0.224531342305163,657.601523187789,4.6352216909642,7.91032432013362,1.79190497003828
9.41158132743498,0.525994623883498,9.60830601080878,7.01559107814635,249.311636249465,4.47516240914223,7.10673396908929,1.02721660402317
6.58844247290047,0.431035923166793,9.67596224119042,1.25237152341526,585.200049012296,1.04782289918004,3.53382791707627,0.821963397690868
6.69900571527654,0.489036193932553,8.45211662946898,9.62889258366073,83.1457742046913,3.05995019246032,2.49647537835567,4.02675145327618
2.31483348842854,0.956880787879741,5.93975242103248,0.212618833126898,754.773438007917,3.96280513808951,0.313602531568078,2.91616835438465
4.45935901831952,0.357557037463908,4.04384823707555,0.26507654336462,55.084497995598,4.0446418710143,5.88227461254789,7.87689696500757
5.12060999191198,0.472479948955296,2.68643667746095,1.935604974059,843.049504549102,3.84710715992731,7.72492750740518,8.47278266417266
5.30200933309766,0.639394102826712,4.56841358546943,8.58427692969863,239.049228021446,3.73077149696376,8.34262706561757,4.3461475838645
6.44075380249977,0.208757739225609,8.80487642013809,8.90956892539586,902.114673951111,3.30686143253167,6.24983722664009,4.39786294455116
2.44669250722608,0.643711491583142,7.93921804405421,9.14207201564656,147.176910996704,3.01070642336736,0.3248825838208,5.27654764539068
2.00971015298815,0.174310238154398,7.12230614134448,9.30947074527583,868.911255809843,1.9966162475055,4.39879628698499,2.85514915762136
4.23712840695026,0.321215535418372,3.33227946657481,0.260817608702812,326.277573146025,3.42536567940826,3.8176727876139,7.51971239217403
7.23667011433192,0.25329828105258,4.20344512247655,5.38623274837686,378.778414864826,4.50536037970975,0.940656040065235,4.76762889619819
9.68282236133734,0.698410275458512,7.12513713155561,6.27259671057868,113.673669772867,3.63598241315161,7.77325682276305,2.55284835509066
4.60894943101603,0.12474396508449,2.13608228917815,3.96605607122409,432.94716201272,3.24719441357234,2.18529875905064,8.60689748476839
3.09701802886785,0.743338864778366,5.45141303014178,7.18547463331977,557.635540626886,2.36410919434427,7.76579051751303,8.67237044717531
4.91230243524271,0.24178733004841,5.01824767736492,6.91177622762223,973.683718273796,3.01707757475846,5.73297483195539,4.98884136066759
5.54183305884219,0.960256923566832,9.27961067818168,3.38579587064529,619.303314842322,2.13537845068239,9.19680590769124,2.30218385556413
1.65534972409536,0.286331444082801,7.32110276668422,7.91466095891261,209.674766951184,3.24275162311951,2.55932844188362,1.40726661930382
3.60998788287524,0.923808649239594,7.83841921160621,1.28342703942971,601.054659565036,0.533337438031557,0.508072601629851,8.04531848477759
4.1772832168717,0.864907610571034,7.80409999641595,2.83788853108724,736.057310656818,4.40296750438274,2.46644651661939,1.39571137842851
6.74919044840813,0.774235054479235,3.9787604569346,9.00794733882519,566.281486813776,0.556632821951921,0.102909232078501,3.68924102118928
4.64236083079435,0.859243319222745,7.49476667531685,8.96945961833079,948.267526969921,2.1018596820702,6.31175183819682,0.993154630436448
8.99782432109686,0.276614282521906,0.737789880578325,0.235491116402876,696.666607010412,0.974226082330216,4.86786709301507,1.07397064977747
2.88213238737631,0.833631084990576,7.5203195812309,1.5184117449913,948.656846001314,2.45627926517637,1.57893643102695,8.19973560334047
2.74501039873216,0.364986801396531,5.2924966476826,8.38233315011104,570.974832768088,4.82600811400808,5.47174212311224,5.73177242984032
6.40945130114404,0.830116544134388,1.51619402494538,2.84384698278515,484.627325004955,2.33371835860697,9.32506047649672,4.33289532270704
9.29563995948946,0.790876056185976,4.25404748369666,6.36061257886827,47.102896925543,4.22246983988662,5.50968234680067,6.75556327771173
7.68850123490051,0.545825333207937,9.43708897429673,9.5402156823172,562.815871208667,1.06430957728471,8.26491483629871,1.39795839963012
3.55795471208707,0.70163179686245,2.89572761795384,7.02410763759227,416.636006181808,2.3353960028301,6.22135773964139,1.46044385780371
3.42865490840267,0.486860065705367,9.04426568624581,6.36697815889873,792.737464130838,0.257900515937484,3.65970093949882,9.34346864845748
0.997994099720563,0.118506307242883,7.13154295735958,2.44242268975954,242.487648223307,4.10428557249518,6.88626656238607,2.2377018389314
6.50434262887077,0.713287365958669,2.75784757183689,5.90003103188756,952.561275186915,4.95584318382642,5.56126877593071,5.95422639531687
4.48556268488553,0.0434028081789053,1.83770102362348,6.04340267379305,19.4617413641022,1.31162281115304,6.66487727880774,4.49553984467444
9.28779957280682,0.376638544828272,4.72139809125361,9.78575596889306,786.23144052701,4.18648270737279,8.70585234410057,7.71851162431472
