0.83179,0.83179,0.83179,0.83179,0.041163,0.041163,0.041163,0.041163,0.8917,0.68584,0.24799,0.035732,0.035732,0.035732,45.949,45.949,45.949,0.067751,0.0080155,0.0093922,464.24,464.24,464.24,464.24,9.2015,9.2015,9.2015,9.2015
0.32277,0.32277,0.32277,0.32277,0.08566,0.08566,0.08566,0.08566,0.13479,0.6425,0.68084,0.040788,0.040788,0.040788,30.967,30.967,30.967,0.0073035,0.00013527,0.0092609,58.342,58.342,58.342,58.342,9.412,9.412,9.412,9.412
0.92461,0.92461,0.92461,0.92461,0.014279,0.014279,0.014279,0.014279,0.52918,0.742,0.18719,0.067652,0.067652,0.067652,56.445,56.445,56.445,0.061898,0.0088679,0.0084183,1827.5,1827.5,1827.5,1827.5,9.6873,9.6873,9.6873,9.6873
0.15666,0.15666,0.15666,0.15666,0.099389,0.099389,0.099389,0.099389,0.66352,0.54142,0.32201,0.042343,0.042343,0.042343,92.972,92.972,92.972,0.086876,0.0047011,0.0043399,73.271,73.271,73.271,73.271,4.2394,4.2394,4.2394,4.2394
0.77168,0.77168,0.77168,0.77168,0.019769,0.019769,0.019769,0.019769,0.74226,0.31146,0.63004,0.010859,0.010859,0.010859,85.016,85.016,85.016,0.016924,0.0049118,0.0022092,1659.3,1659.3,1659.3,1659.3,9.3164,9.3164,9.3164,9.3164
0.42211,0.42211,0.42211,0.42211,0.034384,0.034384,0.034384,0.034384,0.70633,0.55554,0.90716,0.075033,0.075033,0.075033,48.256,48.256,48.256,0.051765,0.0010339,0.0064941,296.21,296.21,296.21,296.21,1.7504,1.7504,1.7504,1.7504
0.62822,0.62822,0.62822,0.62822,0.077511,0.077511,0.077511,0.077511,0.70202,0.35933,0.73415,0.013649,0.013649,0.013649,22.617,22.617,22.617,0.0030941,0.0049702,0.0014753,91.654,91.654,91.654,91.654,8.2924,8.2924,8.2924,8.2924
0.87048,0.87048,0.87048,0.87048,0.065492,0.065492,0.065492,0.065492,0.75106,0.40244,0.10996,0.076738,0.076738,0.076738,15.259,15.259,15.259,0.073409,0.0059325,0.0082079,101.41,101.41,101.41,101.41,8.1755,8.1755,8.1755,8.1755
0.99005,0.99005,0.99005,0.99005,0.095646,0.095646,0.095646,0.095646,0.27733,0.67981,0.48922,0.029698,0.029698,0.029698,90.329,90.329,90.329,0.014638,0.0094921,0.008235,467.51,467.51,467.51,467.51,8.5145,8.5145,8.5145,8.5145
0.10711,0.10711,0.10711,0.10711,0.023137,0.023137,0.023137,0.023137,0.41034,0.21331,0.59861,0.025124,0.025124,0.025124,82.517,82.517,82.517,0.024287,0.0073609,0.0078171,191.01,191.01,191.01,191.01,7.1581,7.1581,7.1581,7.1581
0.095733,0.095733,0.095733,0.095733,0.082982,0.082982,0.082982,0.082982,0.91751,0.78782,0.41058,0.083535,0.083535,0.083535,59.009,59.009,59.009,0.035811,0.0037216,0.0069699,34.038,34.038,34.038,34.038,0.35159,0.35159,0.35159,0.35159
0.50553,0.50553,0.50553,0.50553,0.016832,0.016832,0.016832,0.016832,0.12226,0.98206,0.35319,0.02271,0.02271,0.02271,15.82,15.82,15.82,0.027937,0.0021914,0.0094858,237.57,237.57,237.57,237.57,8.399,8.399,8.399,8.399
0.60267,0.60267,0.60267,0.60267,0.088349,0.088349,0.088349,0.088349,0.4323,0.89285,0.66609,0.082763,0.082763,0.082763,62.845,62.845,62.845,0.071075,0.0046324,0.00020812,214.35,214.35,214.35,214.35,6.7574,6.7574,6.7574,6.7574
0.017036,0.017036,0.017036,0.017036,0.097829,0.097829,0.097829,0.097829,0.21997,0.94892,0.93571,0.097255,0.097255,0.097255,79.882,79.882,79.882,0.089596,0.0020556,0.00085004,6.9553,6.9553,6.9553,6.9553,3.5086,3.5086,3.5086,3.5086
