basal_nitc_on_ratio,onbasalA1_off_ratio,A1_Aprime1_addon_ratio,A1_Aprime_prodon_ratio,r_prod_on,r_addon_byA1_B1,Hill_coefficient_n,r_onbasal_A1
0.0969991695189749,-0.310201482492319,0.925138100122384,0.14365635066905,1.85177170024934,0.750240928178976,0.491856297705905,0.166767219985677
0.344855528909289,-0.88748758659681,0.167205036311299,0.716985141644711,1.9754627551188,-0.764021877612183,0.487807356886596,0.703356663033339
-0.157072771823075,-1.29982412067195,0.329292094500528,0.265141888125809,0.696917910856269,-0.594562909439771,-0.0106911124335902,-0.200276287977496
-0.155609092040939,-0.498258661557005,0.638233089437243,0.525755590673305,2.79946076587053,0.173991705744155,-0.112644937014325,0.945684185241443
0.593381643652197,0.109898715711527,0.71384686322573,-0.619976803808908,2.2255282227937,0.966887916464928,-0.529867417471543,0.832506752829885
0.927951090801395,-1.85168925117926,0.948561056265556,0.543183555757233,1.27235720865939,0.981043763010555,-0.271186448027743,0.617315010187738
0.833740675270598,-0.896660831799174,-0.611714545159855,0.185051517010718,2.78482511612509,0.0953577078519607,0.475422089159056,0.334838699831812
0.66417493238467,-0.664955777359298,0.830307949018163,0.181536415459865,1.34077636883895,-0.382200928618792,-0.852080226163719,0.493729675777467
-0.124048765508919,-1.20628180164485,-0.0899010075017466,-0.267815303750095,0.667835285709109,-0.621856322432044,-0.0343689858077559,-0.258147966789139
0.53614579852172,-1.24786767317348,0.778647428691617,-0.998223103788916,2.26452699802451,-0.83965182787732,0.283733507006615,-0.142479124495868
0.509535216797658,0.211426912176846,0.274120230519243,0.240304895160917,1.64365258331854,0.484801805975141,-0.258041895064335,0.186267843904619
-0.913542225054311,-0.0383975334480429,0.761978182327999,-0.539431561608345,1.50178577427083,0.536824114554289,0.578749532028352,0.216676992781284
-0.629989522451443,-1.12350462741143,-0.472650706046451,0.295773128645543,1.81733787704659,-0.923458961126279,0.612360003762999,0.858172029679744
0.74569563412365,-0.336322753947683,-0.399107825042916,-0.952624301128499,2.24193055766772,-0.651661440719022,-0.176694526546253,0.317045365055022
-0.20802812931439,-0.823200774889788,-0.955547403789135,-0.0364085823084861,1.59329551874519,0.55793932038394,0.309674745823887,0.659903408563511
-0.657866481180224,-1.00901378085846,0.332765768700475,-0.191513366489898,2.52260182247882,0.113170529905948,-0.0550393334101131,-0.783652307596891
-0.889437025074305,-0.303399873457169,-0.761067010063132,-0.152329666528446,1.60386269786971,0.00309523983389903,-0.216178353792082,0.726675228167363
0.56932964757313,-0.853805231621333,-0.466303463540088,0.406605293915805,1.53270257280141,0.726907052969179,-0.72661527162328,-0.343180975007992
0.865536811219096,-1.27420486286301,-0.24903492417621,-0.0597206070226292,0.0183664561294218,0.417224465232172,0.441583958596018,0.421055074983898
-0.0921776409013486,-1.89269866800901,-0.582587972288528,-0.801596196952845,1.98583768986115,-0.533432829284063,0.595274370091647,-0.336400248572214
-0.837326876420968,-1.40880116479941,-0.82730255477211,-0.673361244700197,1.35844217789242,-0.304032433369168,0.312510622841591,0.95038914563028
-0.17990059621517,-0.0601871671201213,-0.67004951080834,-0.854148007048743,2.43642407607159,-0.484105279479711,-0.334417545158136,0.167771896023826
-0.216210339292626,-1.98927501511962,0.451393618803056,-0.230958657463014,2.43093424432224,0.925526514312898,-0.601159904118608,0.358422938008149
-0.994323693943481,-1.31065561718627,0.848324204275617,0.517943661707351,2.27252778520589,0.498052110581402,0.416813535470765,0.475781885152755
0.654501751953744,-1.59921631929149,-0.101195911591155,-0.885984771862782,2.91363727060308,0.723189877275542,-0.456568605931337,0.437354226751946
-0.0523813835596707,-1.6147916925697,0.328710555733802,-0.974842153069664,1.97177634590928,0.851110894271103,0.340377880798688,-0.658201016153883
0.881127540895955,-0.800703404488961,0.920869901173492,0.397089106696232,0.745680589337733,0.785780575160096,0.202468789240678,-0.812683514338754
